symbol,date,actual,pred,pUp,conf,ret1d,sum_up_contrib,sum_down_contrib,net_margin,wrong_side_power,right_side_power,margin_wrong_minus_right,wrong_type,high_conf_wrong,regime_flags,top_misleading,why,raw_stochK,score_stochK,w_stochK,contrib_stochK,reason_stochK,raw_MACD,score_MACD,w_MACD,contrib_MACD,reason_MACD,raw_RSI,score_RSI,w_RSI,contrib_RSI,reason_RSI,raw_OBV,score_OBV,w_OBV,contrib_OBV,reason_OBV,raw_volZ,score_volZ,w_volZ,contrib_volZ,reason_volZ,raw_pctB,score_pctB,w_pctB,contrib_pctB,reason_pctB,raw_deltaATRpct,score_deltaATRpct,w_deltaATRpct,contrib_deltaATRpct,reason_deltaATRpct,raw_gapNorm,score_gapNorm,w_gapNorm,contrib_gapNorm,reason_gapNorm,raw_atrPct,score_atrPct,w_atrPct,contrib_atrPct,reason_atrPct
AMD,2024-05-03,1,-1,0.295869,0.408262,0.034396,1.329,-0.2117,1.118,0.2117,1.329,-1.118,policy_error,1,,volZ|stochK|deltaATRpct,"Called DOWN (pUp=0.296, conf=0.408) but next day was UP (ret1d=0.0344). Wrong-side power=0.2117, right-side power=1.329, margin=-1.118. Culprits: volZ→-0.2048 [volZ=-0.8191]; stochK→-0.0051 [stochK=39.80 (≤40 down-bias)]; deltaATRpct→-0.0019 [ΔATR%=-0.0038 falling vol → mean-revert bias]. Top pushes toward UP: gapNorm=1.772 (w=1.000, c=1.000), OBV=1543133100 (w=1.000, c=0.2500), pctB=0.2957 (w=1.000, c=0.0739). Top pushes toward DOWN: volZ=-0.8191 (w=1.000, c=0.2048), stochK=39.80 (w=1.000, c=0.0051), deltaATRpct=-0.0038 (w=1.000, c=0.0019). Gates: atr_pass:PASS, minConf_pass:BLOCK.",39.797647367601705,-0.005059,1.000000,-0.005059,stochK=39.80 (≤40 down-bias),0.011003988895197497,0.005502,1.000000,0.005502,MACD/ATR=0.0110 (bullish momentum),40.480941027610314,0.000000,1.000000,0.000000,RSI=40.48 (neutral),1543133100,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.8190615830677055,-0.204765,1.000000,-0.204765,volZ=-0.8191,0.2957335144968123,0.073933,1.000000,0.073933,pctB=0.2957 (mid),-0.0038366529075124153,-0.001918,1.000000,-0.001918,ΔATR%=-0.0038 falling vol → mean-revert bias,1.7720281013936967,1.000000,1.000000,1.000000,gapNorm=1.772 ≥ 0.5 → gap-up continuation bias,0.04611034453603235,0.000000,1.000000,0.000000,atrPct=0.0461
AMD,2024-05-13,1,-1,0.204406,0.591188,0.017269,0.4251,-0.4281,-0.0030,0.4281,0.4251,0.0030,calibration_miss,1,,volZ|deltaATRpct,"Called DOWN (pUp=0.204, conf=0.591) but next day was UP (ret1d=0.0173). Wrong-side power=0.4281, right-side power=0.4251, margin=0.0030. Culprits: volZ→-0.4271 [volZ=-1.709]; deltaATRpct→-0.0010 [ΔATR%=-0.0020 falling vol → mean-revert bias]. Top pushes toward UP: OBV=1423124700 (w=1.000, c=0.2500), pctB=0.3638 (w=1.000, c=0.0910), MACD=0.1683 (w=1.000, c=0.0841). Top pushes toward DOWN: volZ=-1.709 (w=1.000, c=0.4271), deltaATRpct=-0.0020 (w=1.000, c=0.0010). Gates: atr_pass:PASS, minConf_pass:PASS.",44.48650502789262,0.000000,1.000000,0.000000,stochK=44.49 (neutral),0.16827672280346387,0.084138,1.000000,0.084138,MACD/ATR=0.1683 (bullish momentum),41.15008006305839,0.000000,1.000000,0.000000,RSI=41.15 (neutral),1423124700,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-1.7085320113158078,-0.427133,1.000000,-0.427133,volZ=-1.709,0.36383655984055113,0.090959,1.000000,0.090959,pctB=0.3638 (mid),-0.00199791211846833,-0.000999,1.000000,-0.000999,ΔATR%=-0.0020 falling vol → mean-revert bias,-0.4212739582426184,0.000000,1.000000,0.000000,gapNorm=-0.4213 (neutral),0.03459572672346806,0.000000,1.000000,0.000000,atrPct=0.0346
AMD,2024-05-14,1,-1,0.334875,0.330250,0.042505,0.4803,-0.3662,0.1141,0.3662,0.4803,-0.1141,policy_error,0,,volZ|deltaATRpct,"Called DOWN (pUp=0.335, conf=0.330) but next day was UP (ret1d=0.0425). Wrong-side power=0.3662, right-side power=0.4803, margin=-0.1141. Culprits: volZ→-0.3657 [volZ=-1.463]; deltaATRpct→-0.0005 [ΔATR%=-0.0010 falling vol → mean-revert bias]. Top pushes toward UP: OBV=1455063000 (w=1.000, c=0.2500), pctB=0.5387 (w=1.000, c=0.1347), MACD=0.1913 (w=1.000, c=0.0957). Top pushes toward DOWN: volZ=-1.463 (w=1.000, c=0.3657), deltaATRpct=-0.0010 (w=1.000, c=0.0005). Gates: atr_pass:PASS, minConf_pass:BLOCK.",56.791319889512735,0.000000,1.000000,0.000000,stochK=56.79 (neutral),0.1913433219150875,0.095672,1.000000,0.095672,MACD/ATR=0.1913 (bullish momentum),44.576344290559135,0.000000,1.000000,0.000000,RSI=44.58 (neutral),1455063000,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-1.4629488397694488,-0.365737,1.000000,-0.365737,volZ=-1.463,0.5386673816416789,0.134667,1.000000,0.134667,pctB=0.5387 (mid),-0.0010214538555542649,-0.000511,1.000000,-0.000511,ΔATR%=-0.0010 falling vol → mean-revert bias,-0.08634755905990721,0.000000,1.000000,0.000000,gapNorm=-0.0863 (neutral),0.03357427286791379,0.000000,1.000000,0.000000,atrPct=0.0336
AMD,2024-05-20,-1,1,0.907348,0.814696,-0.010040,1.583,-0.1928,1.390,1.583,0.1928,1.390,gap_reversal,1,,stochK|pctB|OBV,"Called UP (pUp=0.907, conf=0.815) but next day was DOWN (ret1d=-0.0100). Wrong-side power=1.583, right-side power=0.1928, margin=1.390. Culprits: stochK→0.7033 [stochK=88.13 (>80 overbought) → up-bias w/ reversal risk]; pctB→0.2527 [pctB=1.011 (upper band) → overbought/continuation risk]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: stochK=88.13 (w=1.000, c=0.7033), pctB=1.011 (w=1.000, c=0.2527), OBV=1686548000 (w=1.000, c=0.2500). Top pushes toward DOWN: volZ=-0.7673 (w=1.000, c=0.1918), deltaATRpct=-0.0020 (w=1.000, c=0.0010). Gates: atr_pass:PASS, minConf_pass:PASS.",88.13025322325919,0.703256,1.000000,0.703256,stochK=88.13 (>80 overbought) → up-bias w/ reversal risk,0.4411730418029406,0.220587,1.000000,0.220587,MACD/ATR=0.4412 (bullish momentum),58.68100615337621,0.000000,1.000000,0.000000,RSI=58.68 (neutral),1686548000,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.7672817032497788,-0.191820,1.000000,-0.191820,volZ=-0.7673,1.0107258827539847,0.252681,1.000000,0.252681,pctB=1.011 (upper band) → overbought/continuation risk,-0.0019582371405517593,-0.000979,1.000000,-0.000979,ΔATR%=-0.0020 falling vol → mean-revert bias,0.656655817497942,0.156656,1.000000,0.156656,gapNorm=0.6567 ≥ 0.5 → gap-up continuation bias,0.034264473128652655,0.000000,1.000000,0.000000,atrPct=0.0343
AMD,2024-05-22,-1,1,0.842302,0.684604,-0.030752,2.312,-0.1649,2.147,2.312,0.1649,2.147,gap_reversal,1,,gapNorm|stochK|OBV,"Called UP (pUp=0.842, conf=0.685) but next day was DOWN (ret1d=-0.0308). Wrong-side power=2.312, right-side power=0.1649, margin=2.147. Culprits: gapNorm→1.000 [gapNorm=1.670 ≥ 0.5 → gap-up continuation bias]; stochK→0.6257 [stochK=85.03 (>80 overbought) → up-bias w/ reversal risk]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: gapNorm=1.670 (w=1.000, c=1.000), stochK=85.03 (w=1.000, c=0.6257), OBV=1703969200 (w=1.000, c=0.2500). Top pushes toward DOWN: volZ=-0.6596 (w=1.000, c=0.1649). Gates: atr_pass:PASS, minConf_pass:PASS.",85.02619825458589,0.625655,1.000000,0.625655,stochK=85.03 (>80 overbought) → up-bias w/ reversal risk,0.43683830526834827,0.218419,1.000000,0.218419,MACD/ATR=0.4368 (bullish momentum),57.32199157492381,0.000000,1.000000,0.000000,RSI=57.32 (neutral),1703969200,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.6596000095202267,-0.164900,1.000000,-0.164900,volZ=-0.6596,0.8719265361253625,0.217982,1.000000,0.217982,pctB=0.8719 (upper band) → overbought/continuation risk,0.00029778038275739965,0.000149,1.000000,0.000149,ΔATR%=0.0003 rising vol → continuation amplification,1.6701080643986455,1.000000,1.000000,1.000000,gapNorm=1.670 ≥ 0.5 → gap-up continuation bias,0.03291032262357429,0.000000,1.000000,0.000000,atrPct=0.0329
AMD,2024-05-28,-1,1,0.880591,0.761181,-0.037702,2.481,0.0000,2.481,2.481,0.0000,2.481,gap_reversal,1,,gapNorm|stochK|OBV,"Called UP (pUp=0.881, conf=0.761) but next day was DOWN (ret1d=-0.0377). Wrong-side power=2.481, right-side power=0.0000, margin=2.481. Culprits: gapNorm→1.000 [gapNorm=1.839 ≥ 0.5 → gap-up continuation bias]; stochK→0.7148 [stochK=88.59 (>80 overbought) → up-bias w/ reversal risk]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: gapNorm=1.839 (w=1.000, c=1.000), stochK=88.59 (w=1.000, c=0.7148), OBV=1733444400 (w=1.000, c=0.2500). Gates: atr_pass:PASS, minConf_pass:PASS.",88.59137774940892,0.714784,1.000000,0.714784,stochK=88.59 (>80 overbought) → up-bias w/ reversal risk,0.29656339521935815,0.148282,1.000000,0.148282,MACD/ATR=0.2966 (bullish momentum),61.6608050567313,0.041520,1.000000,0.041520,RSI=61.66 (bullish),1733444400,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.32637347283872353,0.081593,1.000000,0.081593,volZ=0.3264,0.97892656875665,0.244732,1.000000,0.244732,pctB=0.9789 (upper band) → overbought/continuation risk,0.0009192878141218788,0.000460,1.000000,0.000460,ΔATR%=0.0009 rising vol → continuation amplification,1.8393829931275807,1.000000,1.000000,1.000000,gapNorm=1.839 ≥ 0.5 → gap-up continuation bias,0.04178158127600818,0.000000,1.000000,0.000000,atrPct=0.0418
AMD,2024-05-29,1,-1,0.436989,0.126021,0.009749,0.6426,-1.044,-0.4016,1.044,0.6426,0.4016,gap_reversal,0,,gapNorm|volZ,"Called DOWN (pUp=0.437, conf=0.126) but next day was UP (ret1d=0.0097). Wrong-side power=1.044, right-side power=0.6426, margin=0.4016. Culprits: gapNorm→-1.000 [gapNorm=-2.418 ≤ -0.5 → gap-down continuation bias]; volZ→-0.0442 [volZ=-0.1767]. Top pushes toward UP: OBV=1676906900 (w=1.000, c=0.2500), pctB=0.7395 (w=1.000, c=0.1849), MACD=0.2383 (w=1.000, c=0.1191). Top pushes toward DOWN: gapNorm=-2.418 (w=1.000, c=1.000), volZ=-0.1767 (w=1.000, c=0.0442). Gates: atr_pass:PASS, minConf_pass:BLOCK.",63.484663942545964,0.087117,1.000000,0.087117,stochK=63.48 (≥60 up-bias),0.23829300594535896,0.119147,1.000000,0.119147,MACD/ATR=0.2383 (bullish momentum),53.81915844569366,0.000000,1.000000,0.000000,RSI=53.82 (neutral),1676906900,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.17666769708741076,-0.044167,1.000000,-0.044167,volZ=-0.1767,0.7394785642293599,0.184870,1.000000,0.184870,pctB=0.7395 (mid),0.002872158077633337,0.001436,1.000000,0.001436,ΔATR%=0.0029 rising vol → continuation amplification,-2.418270428136138,-1.000000,1.000000,-1.000000,gapNorm=-2.418 ≤ -0.5 → gap-down continuation bias,0.04465373935364152,0.000000,1.000000,0.000000,atrPct=0.0447
AMD,2024-05-31,-1,1,0.700940,0.401880,-0.020072,0.8594,0.0000,0.8594,0.8594,0.0000,0.8594,features_agreed_with_wrong_call,1,,stochK|OBV|pctB,"Called UP (pUp=0.701, conf=0.402) but next day was DOWN (ret1d=-0.0201). Wrong-side power=0.8594, right-side power=0.0000, margin=0.8594. Culprits: stochK→0.2579 [stochK=70.31 (≥60 up-bias)]; OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.1897 [pctB=0.7589 (mid)]. Top pushes toward UP: stochK=70.31 (w=1.000, c=0.2579), OBV=1787605800 (w=1.000, c=0.2500), pctB=0.7589 (w=1.000, c=0.1897). Gates: atr_pass:PASS, minConf_pass:BLOCK.",70.31428837034147,0.257857,1.000000,0.257857,stochK=70.31 (≥60 up-bias),0.17994680036219587,0.089973,1.000000,0.089973,MACD/ATR=0.1799 (bullish momentum),55.488331608677456,0.000000,1.000000,0.000000,RSI=55.49 (neutral),1787605800,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.28375616028305256,0.070939,1.000000,0.070939,volZ=0.2838,0.7588825373892139,0.189721,1.000000,0.189721,pctB=0.7589 (mid),0.0018626104310441871,0.000931,1.000000,0.000931,ΔATR%=0.0019 rising vol → continuation amplification,-0.05997367527174058,0.000000,1.000000,0.000000,gapNorm=-0.0600 (neutral),0.044146881999804134,0.000000,1.000000,0.000000,atrPct=0.0441
AMD,2024-06-03,-1,1,0.622404,0.244809,-0.021767,1.464,0.0000,1.464,1.464,0.0000,1.464,gap_reversal,0,,gapNorm|OBV|pctB,"Called UP (pUp=0.622, conf=0.245) but next day was DOWN (ret1d=-0.0218). Wrong-side power=1.464, right-side power=0.0000, margin=1.464. Culprits: gapNorm→1.000 [gapNorm=2.349 ≥ 0.5 → gap-up continuation bias]; OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.1529 [pctB=0.6116 (mid)]. Top pushes toward UP: gapNorm=2.349 (w=1.000, c=1.000), OBV=1728448200 (w=1.000, c=0.2500), pctB=0.6116 (w=1.000, c=0.1529). Gates: atr_pass:PASS, minConf_pass:BLOCK.",57.314714100551676,0.000000,1.000000,0.000000,stochK=57.31 (neutral),0.11682338995774454,0.058412,1.000000,0.058412,MACD/ATR=0.1168 (bullish momentum),51.41288343115615,0.000000,1.000000,0.000000,RSI=51.41 (neutral),1728448200,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.0057072067007795345,0.001427,1.000000,0.001427,volZ=0.0057,0.611580290611084,0.152895,1.000000,0.152895,pctB=0.6116 (mid),0.003188481515189967,0.001594,1.000000,0.001594,ΔATR%=0.0032 rising vol → continuation amplification,2.3487199347446808,1.000000,1.000000,1.000000,gapNorm=2.349 ≥ 0.5 → gap-up continuation bias,0.0473353635149941,0.000000,1.000000,0.000000,atrPct=0.0473
AMD,2024-06-04,1,-1,0.233674,0.532652,0.038627,0.3884,-0.1469,0.2415,0.1469,0.3884,-0.2415,policy_error,1,,volZ|deltaATRpct,"Called DOWN (pUp=0.234, conf=0.533) but next day was UP (ret1d=0.0386). Wrong-side power=0.1469, right-side power=0.3884, margin=-0.2415. Culprits: volZ→-0.1467 [volZ=-0.5868]; deltaATRpct→-0.0002 [ΔATR%=-0.0004 falling vol → mean-revert bias]. Top pushes toward UP: OBV=1680291000 (w=1.000, c=0.2500), pctB=0.4583 (w=1.000, c=0.1146), MACD=0.0477 (w=1.000, c=0.0239). Top pushes toward DOWN: volZ=-0.5868 (w=1.000, c=0.1467), deltaATRpct=-0.0004 (w=1.000, c=0.0002). Gates: atr_pass:PASS, minConf_pass:PASS.",43.500212865105105,0.000000,1.000000,0.000000,stochK=43.50 (neutral),0.04770067178881199,0.023850,1.000000,0.023850,MACD/ATR=0.0477 (bullish momentum),47.426445147747835,0.000000,1.000000,0.000000,RSI=47.43 (neutral),1680291000,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.586776459379008,-0.146694,1.000000,-0.146694,volZ=-0.5868,0.45825445868003384,0.114564,1.000000,0.114564,pctB=0.4583 (mid),-0.0004315592862658216,-0.000216,1.000000,-0.000216,ΔATR%=-0.0004 falling vol → mean-revert bias,-0.43412210371068793,0.000000,1.000000,0.000000,gapNorm=-0.4341 (neutral),0.04690380422872828,0.000000,1.000000,0.000000,atrPct=0.0469
AMD,2024-06-07,-1,1,0.626417,0.252835,-0.044856,0.4650,-0.1856,0.2793,0.4650,0.1856,0.2793,features_agreed_with_wrong_call,0,,OBV|pctB|MACD,"Called UP (pUp=0.626, conf=0.253) but next day was DOWN (ret1d=-0.0449). Wrong-side power=0.4650, right-side power=0.1856, margin=0.2793. Culprits: OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.1807 [pctB=0.7229 (mid)]; MACD→0.0342 [MACD/ATR=0.0685 (bullish momentum)]. Top pushes toward UP: OBV=1832748200 (w=1.000, c=0.2500), pctB=0.7229 (w=1.000, c=0.1807), MACD=0.0685 (w=1.000, c=0.0342). Top pushes toward DOWN: volZ=-0.7362 (w=1.000, c=0.1840), deltaATRpct=-0.0032 (w=1.000, c=0.0016). Gates: atr_pass:PASS, minConf_pass:BLOCK.",58.968007153260864,0.000000,1.000000,0.000000,stochK=58.97 (neutral),0.06849103979089016,0.034246,1.000000,0.034246,MACD/ATR=0.0685 (bullish momentum),55.82112690935925,0.000000,1.000000,0.000000,RSI=55.82 (neutral),1832748200,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.7361767045623071,-0.184044,1.000000,-0.184044,volZ=-0.7362,0.7228708186927458,0.180718,1.000000,0.180718,pctB=0.7229 (mid),-0.0031590148734094922,-0.001579,1.000000,-0.001579,ΔATR%=-0.0032 falling vol → mean-revert bias,-0.11392399735995484,0.000000,1.000000,0.000000,gapNorm=-0.1139 (neutral),0.04009368532931706,0.000000,1.000000,0.000000,atrPct=0.0401
AMD,2024-06-11,1,-1,0.324705,0.350589,0.008052,0.2986,-0.9903,-0.6916,0.9903,0.2986,0.6916,features_agreed_with_wrong_call,0,,stochK|volZ|MACD,"Called DOWN (pUp=0.325, conf=0.351) but next day was UP (ret1d=0.0081). Wrong-side power=0.9903, right-side power=0.2986, margin=0.6916. Culprits: stochK→-0.7107 [stochK=11.57 (<20 oversold) → down-bias w/ rebound risk]; volZ→-0.2469 [volZ=-0.9876]; MACD→-0.0319 [MACD/ATR=-0.0637 (bearish momentum)]. Top pushes toward UP: OBV=1724806500 (w=1.000, c=0.2500), pctB=0.1945 (w=1.000, c=0.0486). Top pushes toward DOWN: stochK=11.57 (w=1.000, c=0.7107), volZ=-0.9876 (w=1.000, c=0.2469), MACD=-0.0637 (w=1.000, c=0.0319). Gates: atr_pass:PASS, minConf_pass:BLOCK.",11.571230742599965,-0.710719,1.000000,-0.710719,stochK=11.57 (<20 oversold) → down-bias w/ rebound risk,-0.06372834799906364,-0.031864,1.000000,-0.031864,MACD/ATR=-0.0637 (bearish momentum),45.68171964100394,0.000000,1.000000,0.000000,RSI=45.68 (neutral),1724806500,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.9876364301342012,-0.246909,1.000000,-0.246909,volZ=-0.9876,0.19453787464232428,0.048634,1.000000,0.048634,pctB=0.1945 (lower band) → oversold/mean-revert risk,-0.001565880338041871,-0.000783,1.000000,-0.000783,ΔATR%=-0.0016 falling vol → mean-revert bias,0.09979023684907329,0.000000,1.000000,0.000000,gapNorm=0.0998 (neutral),0.04168256641069731,0.000000,1.000000,0.000000,atrPct=0.0417
AMD,2024-06-18,1,-1,0.161015,0.677969,0.046239,0.2501,-1.334,-1.084,1.334,0.2501,1.084,gap_reversal,1,,stochK|gapNorm|MACD,"Called DOWN (pUp=0.161, conf=0.678) but next day was UP (ret1d=0.0462). Wrong-side power=1.334, right-side power=0.2501, margin=1.084. Culprits: stochK→-0.8182 [stochK=7.272 (<20 oversold) → down-bias w/ rebound risk]; gapNorm→-0.3901 [gapNorm=-0.8901 ≤ -0.5 → gap-down continuation bias]; MACD→-0.0936 [MACD/ATR=-0.1873 (bearish momentum)]. Top pushes toward UP: OBV=1598276100 (w=1.000, c=0.2500), deltaATRpct=0.0003 (w=1.000, c=0.0001). Top pushes toward DOWN: stochK=7.272 (w=1.000, c=0.8182), gapNorm=-0.8901 (w=1.000, c=0.3901), MACD=-0.1873 (w=1.000, c=0.0936). Gates: atr_pass:PASS, minConf_pass:PASS.",7.271748283386762,-0.818206,1.000000,-0.818206,stochK=7.272 (<20 oversold) → down-bias w/ rebound risk,-0.1872568543660335,-0.093628,1.000000,-0.093628,MACD/ATR=-0.1873 (bearish momentum),40.555216573312016,0.000000,1.000000,0.000000,RSI=40.56 (neutral),1598276100,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.10627444022156023,-0.026569,1.000000,-0.026569,volZ=-0.1063,-0.023080787614959658,-0.005770,1.000000,-0.005770,pctB=-0.0231 (lower band) → oversold/mean-revert risk,0.00028927307096267285,0.000145,1.000000,0.000145,ΔATR%=0.0003 rising vol → continuation amplification,-0.8901442283146488,-0.390144,1.000000,-0.390144,gapNorm=-0.8901 ≤ -0.5 → gap-down continuation bias,0.03659680479609801,0.000000,1.000000,0.000000,atrPct=0.0366
AMD,2024-06-20,-1,1,0.585456,0.170912,-0.003400,1.127,-0.0541,1.073,1.127,0.0541,1.073,gap_reversal,0,,volZ|gapNorm|OBV,"Called UP (pUp=0.585, conf=0.171) but next day was DOWN (ret1d=-0.0034). Wrong-side power=1.127, right-side power=0.0541, margin=1.073. Culprits: volZ→0.5000 [volZ=2.588]; gapNorm→0.2696 [gapNorm=0.7696 ≥ 0.5 → gap-up continuation bias]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: volZ=2.588 (w=1.000, c=0.5000), gapNorm=0.7696 (w=1.000, c=0.2696), OBV=1691521800 (w=1.000, c=0.2500). Top pushes toward DOWN: MACD=-0.1082 (w=1.000, c=0.0541). Gates: atr_pass:PASS, minConf_pass:BLOCK.",47.576098241111154,0.000000,1.000000,0.000000,stochK=47.58 (neutral),-0.10824607061516758,-0.054123,1.000000,-0.054123,MACD/ATR=-0.1082 (bearish momentum),50.52988476649963,0.000000,1.000000,0.000000,RSI=50.53 (neutral),1691521800,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),2.5884577672343947,0.500000,1.000000,0.500000,volZ=2.588,0.4224925952656334,0.105623,1.000000,0.105623,pctB=0.4225 (mid),0.003765225524077938,0.001882,1.000000,0.001882,ΔATR%=0.0038 rising vol → continuation amplification,0.7695805495887331,0.269581,1.000000,0.269581,gapNorm=0.7696 ≥ 0.5 → gap-up continuation bias,0.04036203032017595,0.000000,1.000000,0.000000,atrPct=0.0404
AMD,2024-06-26,1,-1,0.372508,0.254983,0.012251,0.3003,-0.6417,-0.3414,0.6417,0.3003,0.3414,features_agreed_with_wrong_call,0,,stochK|volZ|MACD,"Called DOWN (pUp=0.373, conf=0.255) but next day was UP (ret1d=0.0123). Wrong-side power=0.6417, right-side power=0.3003, margin=0.3414. Culprits: stochK→-0.3506 [stochK=25.97 (≤40 down-bias)]; volZ→-0.2571 [volZ=-1.028]; MACD→-0.0338 [MACD/ATR=-0.0675 (bearish momentum)]. Top pushes toward UP: OBV=1547300400 (w=1.000, c=0.2500), pctB=0.2012 (w=1.000, c=0.0503). Top pushes toward DOWN: stochK=25.97 (w=1.000, c=0.3506), volZ=-1.028 (w=1.000, c=0.2571), MACD=-0.0675 (w=1.000, c=0.0338). Gates: atr_pass:PASS, minConf_pass:BLOCK.",25.974010042303746,-0.350650,1.000000,-0.350650,stochK=25.97 (≤40 down-bias),-0.0675030255670019,-0.033752,1.000000,-0.033752,MACD/ATR=-0.0675 (bearish momentum),44.87089277316029,0.000000,1.000000,0.000000,RSI=44.87 (neutral),1547300400,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-1.0284440111753037,-0.257111,1.000000,-0.257111,volZ=-1.028,0.20124027927093696,0.050310,1.000000,0.050310,pctB=0.2012 (mid),-0.00041577035768698006,-0.000208,1.000000,-0.000208,ΔATR%=-0.0004 falling vol → mean-revert bias,0.21841254509555874,0.000000,1.000000,0.000000,gapNorm=0.2184 (neutral),0.03697040667212986,0.000000,1.000000,0.000000,atrPct=0.0370
AMD,2024-06-27,1,-1,0.341461,0.317077,0.017182,0.3385,-0.3766,-0.0381,0.3766,0.3385,0.0381,calibration_miss,0,,volZ|stochK|MACD,"Called DOWN (pUp=0.341, conf=0.317) but next day was UP (ret1d=0.0172). Wrong-side power=0.3766, right-side power=0.3385, margin=0.0381. Culprits: volZ→-0.2954 [volZ=-1.182]; stochK→-0.0523 [stochK=37.91 (≤40 down-bias)]; MACD→-0.0278 [MACD/ATR=-0.0556 (bearish momentum)]. Top pushes toward UP: OBV=1581318600 (w=1.000, c=0.2500), pctB=0.3539 (w=1.000, c=0.0885). Top pushes toward DOWN: volZ=-1.182 (w=1.000, c=0.2954), stochK=37.91 (w=1.000, c=0.0523), MACD=-0.0556 (w=1.000, c=0.0278). Gates: atr_pass:PASS, minConf_pass:BLOCK.",37.90974382783328,-0.052256,1.000000,-0.052256,stochK=37.91 (≤40 down-bias),-0.05557827992374868,-0.027789,1.000000,-0.027789,MACD/ATR=-0.0556 (bearish momentum),47.90594465069264,0.000000,1.000000,0.000000,RSI=47.91 (neutral),1581318600,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-1.1817761238841562,-0.295444,1.000000,-0.295444,volZ=-1.182,0.35387209804178615,0.088468,1.000000,0.088468,pctB=0.3539 (mid),-0.002139974820111898,-0.001070,1.000000,-0.001070,ΔATR%=-0.0021 falling vol → mean-revert bias,-0.2285137905888468,0.000000,1.000000,0.000000,gapNorm=-0.2285 (neutral),0.034830431852017965,0.000000,1.000000,0.000000,atrPct=0.0348
AMD,2024-06-28,-1,1,0.569511,0.139022,-0.027865,0.4565,-0.0053,0.4512,0.4565,0.0053,0.4512,features_agreed_with_wrong_call,0,,OBV|pctB|volZ,"Called UP (pUp=0.570, conf=0.139) but next day was DOWN (ret1d=-0.0279). Wrong-side power=0.4565, right-side power=0.0053, margin=0.4512. Culprits: OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.1420 [pctB=0.5681 (mid)]; volZ→0.0641 [volZ=0.2565]. Top pushes toward UP: OBV=1637523200 (w=1.000, c=0.2500), pctB=0.5681 (w=1.000, c=0.1420), volZ=0.2565 (w=1.000, c=0.0641). Top pushes toward DOWN: MACD=-0.0105 (w=1.000, c=0.0053). Gates: atr_pass:PASS, minConf_pass:BLOCK.",55.05903190517009,0.000000,1.000000,0.000000,stochK=55.06 (neutral),-0.010506816157939901,-0.005253,1.000000,-0.005253,MACD/ATR=-0.0105 (bearish momentum),51.95033053718558,0.000000,1.000000,0.000000,RSI=51.95 (neutral),1637523200,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.2564842979814608,0.064121,1.000000,0.064121,volZ=0.2565,0.5681046009121966,0.142026,1.000000,0.142026,pctB=0.5681 (mid),0.0006327743335040048,0.000316,1.000000,0.000316,ΔATR%=0.0006 rising vol → continuation amplification,0.4765752185479144,0.000000,1.000000,0.000000,gapNorm=0.4766 (neutral),0.03546320618552197,0.000000,1.000000,0.000000,atrPct=0.0355
